gv,bv,pw,positive,negative
70,-100,40,[1.1263263331784401e-05 0.004324379842728376 0.16265729069709778 0.8373426795005798 0.0036368423607200384 1.708731724647805e-05],[0 1.0457996495460975e-06 2.051916999334935e-05 0.041172176599502563 1 0.01323957834392786]
70,-100,50,[1.5991625332389958e-05 0.003997588064521551 0.12641020119190216 0.873589813709259 0.003684211988002062 1.9802690076176077e-05],[5.460234433485311e-07 2.0209565718687372e-06 3.877891504089348e-05 0.07433313876390457 1 0.01319627184420824]
70,-100,60,[5.5789178077247925e-06 0.001102052046917379 0.05367433652281761 0.9463256597518921 0.0075303115881979465 1.9750706997001544e-05],[9.470576287640142e-07 8.04242336016614e-06 0.0002670233079697937 0.35386067628860474 0.6461392641067505 0.00145199173130095]
70,-100,70,[7.304702194232959e-06 0.0012010373175144196 0.08105472475290298 1 0.010857036337256432 2.5960771381505765e-05],[2.5937872578651877e-06 3.4806511393981054e-05 0.0014379241038113832 0.7032955884933472 0.29670438170433044 0.0006986182415857911]
70,-100,80,[4.744064426631667e-06 0.0004262983857188374 0.02661636285483837 1 0.03742099925875664 5.013161717215553e-05],[1.330037775915116e-05 0.00028098863549530506 0.009879153221845627 0.8643010854721069 0.13569894433021545 0.0007918354822322726]
70,-100,90,[7.835412361600902e-06 0.0004977428470738232 0.01909937709569931 0.9463884234428406 0.053611595183610916 0.00012844071898143739],[0.00047933755558915436 0.027872536331415176 0.16228355467319489 0.8377164602279663 0.024116702377796173 0.0005255323485471308]
70,-100,100,[0.000388277810998261 0.0073390197940170765 0.07810383290052414 0.8721352815628052 0.1278647482395172 0.004771312233060598],[0.35549259185791016 0.09450352936983109 0.08387621492147446 0.2942514419555664 0.11951949447393417 0.050007935613393784]
80,0,0,[0.4250318706035614 0.5165023803710938 0.007479006424546242 0.0022755188401788473 0.00029571945196948946 1.7935430150828324e-05],[0.9152409434318542 0.08475899696350098 0.0006283778930082917 0.00020772116840817034 2.2815565898781642e-05 0]
80,0,10,[1.2466800399124622e-05 0.050945039838552475 0.6388141512870789 0.36118584871292114 0.0018601521151140332 1.449388491892023e-05],[6.435760951717384e-06 0.01115378923714161 0.3834194242954254 0.6165805459022522 0.0015721856616437435 5.204983153817011e-06]
80,0,20,[5.072758085589157e-06 0.014271930791437626 0.5708023905754089 0.4291975498199463 0.0010254066437482834 5.231458999332972e-06],[5.466273705678759e-06 0.012258337810635567 0.5567638874053955 0.4432360529899597 0.0004979828954674304 2.173831717300345e-06]
80,0,30,[3.4237195905006956e-06 0.009539551101624966 0.5833109021186829 0.41668906807899475 0.0006464377511292696 2.6112143132195342e-06],[5.407956450653728e-06 0.018149662762880325 0.7046723961830139 0.2953275442123413 0.00025288466713391244 1.131327167058771e-06]
80,0,40,[2.0126724393776385e-06 0.004179936833679676 0.4946005046367645 0.5053995251655579 0.0006221767980605364 1.9929191239498323e-06],[6.97846644470701e-06 0.044496722519397736 0.8603003621101379 0.13969960808753967 0.00013945186219643801 8.225854344345862e-07]
80,0,50,[1.4830687860012404e-06 0.001702121109701693 0.3000192642211914 0.6999807357788086 0.0008827355923131108 2.0759703147632536e-06],[2.573393976490479e-05 0.30955666303634644 0.6904433369636536 0.031587716192007065 3.4396827686578035e-05 0]
80,0,60,[8.862515983310004e-07 0.0004450422420632094 0.08999297767877579 0.9100070595741272 0.0017830762080848217 2.4213352389779175e-06],[4.620593608706258e-05 0.3458220660686493 0.6541779041290283 0.032284073531627655 3.967959128203802e-05 4.588016508932924e-07]
80,0,70,[7.026379194030596e-07 0.00017204858886543661 0.03909413889050484 1 0.005376103334128857 3.5771963666775264e-06],[0.00020751504052896053 0.6740244626998901 0.3259754776954651 0.012203892692923546 2.6340389013057575e-05 0]
80,0,80,[9.080691825147369e-07 0.00012197111936984584 0.02153882570564747 1 0.015539302490651608 7.212197942862986e-06],[0.0017635402036830783 0.9365668296813965 0.06343316286802292 0.002112034475430846 8.698966666997876e-06 0]
80,0,90,[1.301126076214132e-06 8.595285908086225e-05 0.005565534811466932 1 0.08932703733444214 2.419653355900664e-05],[0.009204355999827385 1 0.03516431152820587 0.0005197320133447647 3.7597428672597744e-06 0]
80,0,100,[1.2684879038715735e-05 0.00041092606261372566 0.02208678610622883 0.8831002116203308 0.11689981818199158 0.00032063928665593266],[0.9008951783180237 0.0991048514842987 0.0003168474358972162 1.1132616236864123e-05 6.468716264862451e-07 0]
80,-10,0,[0.047279808670282364 0.9127760529518127 0.0399441160261631 0.029114997014403343 0.001568955834954977 5.66666349186562e-05],[0.038874320685863495 0.8161472678184509 0.12756066024303436 0.05629203841090202 0.003522237529978156 5.897597293369472e-05]
80,-10,10,[6.548594228661386e-06 0.013095292262732983 0.4185762107372284 0.5814237594604492 0.0025931112468242645 1.2535341738839634e-05],[1.4404647572519025e-06 0.0006814232910983264 0.0788382962346077 0.9211617112159729 0.0033356896601617336 3.873995865433244e-06]
80,-10,20,[2.7213534394832095e-06 0.0032625352032482624 0.2967863976955414 0.7032135725021362 0.0017816760810092092 5.489909199241083e-06],[1.3566623238148168e-06 0.0007831280818209052 0.147435262799263 0.8525647521018982 0.0012124975910410285 2.0072209281352116e-06]
80,-10,30,[1.8419016214465955e-06 0.0020317761227488518 0.27165305614471436 0.7283469438552856 0.0012247726554051042 2.8532938358694082e-06],[1.6782258853709209e-06 0.0016700857086107135 0.31123629212379456 0.6887636780738831 0.000519460707437247 1.0726867003540974e-06]
80,-10,40,[1.0898232858380652e-06 0.0009200556087307632 0.18874593079090118 0.81125408411026 0.0012168408138677478 2.1007974737585755e-06],[2.466081696184119e-06 0.005522496998310089 0.6256954073905945 0.37430456280708313 0.00022993887250777334 7.772431445118855e-07]
80,-10,50,[6.863891712782788e-07 0.0003165207745041698 0.07231795787811279 0.927682101726532 0.0015503013273701072 1.7407124914825545e-06],[4.9854579629027285e-06 0.02215852215886116 0.8859178423881531 0.11408214271068573 7.848078530514613e-05 4.4526015585688583e-07]
80,-10,60,[5.367601261241361e-07 0.0001591165637364611 0.054283078759908676 1 0.002926608780398965 2.3335549030889524e-06],[1.3853746168024372e-05 0.07056353986263275 0.9277756810188293 0.07222434133291245 8.420470112469047e-05 6.273803023759683e-07]
80,-10,70,[4.813588247998268e-07 8.807201811578125e-05 0.019255880266427994 1 0.00777144730091095 3.469149760348955e-06],[6.611028948100284e-05 0.22576315701007843 0.774236798286438 0.04748402163386345 7.117587665561587e-05 6.444010409722978e-07]
80,-10,80,[6.337131708278321e-07 7.96583917690441e-05 0.015347749926149845 1 0.01441743690520525 5.211094958212925e-06],[0.0003513433621264994 0.6483384966850281 0.35166147351264954 0.013284755870699883 3.3090924262069166e-05 3.9931796891323756e-07]
80,-10,90,[8.51551192226907e-07 5.660530223394744e-05 0.003994065336883068 1 0.07559685409069061 1.556074494146742e-05],[0.002858486957848072 0.9251357316970825 0.07486430555582047 0.002815373009070754 1.4627134987676982e-05 0]
80,-10,100,[3.771662477447535e-06 0.0002556221734266728 0.022733058780431747 1 0.07340140640735626 4.569532393361442e-05],[0.10563109070062637 0.8943688869476318 0.027959194034337997 0.0009243659442290664 2.7288046112516895e-05 0]
80,-20,0,[0.06371764838695526 0.8686180710792542 0.0676642656326294 0.05388771742582321 0.002557260449975729 8.96294804988429e-05],[0.0013009886024519801 0.07146177440881729 0.2852896451950073 0.6432486176490784 0.034403834491968155 0.00029564567375928164]
80,-20,10,[4.93892548547592e-06 0.005286184139549732 0.28035926818847656 0.7196407914161682 0.0033739234786480665 1.2506396160461009e-05],[5.340081656868279e-07 5.9487196267582476e-05 0.016657667234539986 1 0.012085252441465855 4.810127393284347e-06]
80,-20,20,[2.5988863399106776e-06 0.0022144976537674665 0.2559505105018616 0.7440494894981384 0.0016255066730082035 4.7135208660620265e-06],[5.446487421068014e-07 8.83779939613305e-05 0.03953162953257561 1 0.0031370350625365973 2.0493682768574217e-06]
80,-20,30,[1.5654445633117575e-06 0.0011117589892819524 0.20147362351417542 0.7985263466835022 0.0011976329842582345 2.4961634608189343e-06],[5.738643835684343e-07 0.00014480914978776127 0.07774852216243744 1 0.0013074639718979597 1.0726085974965827e-06]
80,-20,40,[8.783511020737933e-07 0.00044510699808597565 0.12042871862649918 0.8795713186264038 0.0011806996772065759 1.764150511007756e-06],[9.734716286402545e-07 0.0005373917520046234 0.20222832262516022 0.7977716326713562 0.0004932851297780871 8.341215789187117e-07]
80,-20,50,[5.212946803112573e-07 0.00013891822891309857 0.0679226741194725 1 0.0014963316498324275 1.3639755707117729e-06],[2.2857623207528377e-06 0.0027235413435846567 0.6397483348846436 0.36025163531303406 0.00014559386181645095 5.46756950825511e-07]
80,-20,60,[4.0167853398997977e-07 7.318337156902999e-05 0.029570380225777626 1 0.002955953823402524 1.8286990552951465e-06],[6.772392680431949e-06 0.015428381972014904 0.8386626839637756 0.16133727133274078 0.00011826225090771914 6.906963676556188e-07]
80,-20,70,[3.7253008144944033e-07 4.52532185590826e-05 0.010392216965556145 1 0.008372197858989239 2.8345637019810965e-06],[3.796152304857969e-05 0.07898552715778351 0.9210144877433777 0.08198708295822144 8.899667591322213e-05 7.400436174975766e-07]
80,-20,80,[5.156749125490023e-07 4.094701216672547e-05 0.008014430291950703 1 0.01598435454070568 4.378240191726945e-06],[0.0002459100796841085 0.4605713188648224 0.5394287109375 0.02458113804459572 4.989271837985143e-05 5.842842938363901e-07]
80,-20,90,[7.466541660505754e-07 3.3667216484900564e-05 0.0022771626245230436 1 0.09661581367254257 1.622113813937176e-05],[0.002266769530251622 0.8895610570907593 0.11043892055749893 0.00419160071760416 1.7772727005649358e-05 3.2883812650652544e-07]
80,-20,100,[3.466177304289886e-06 0.0001215762531501241 0.01086234301328659 0.9345605373382568 0.06543947011232376 5.856916686752811e-05],[0.17814572155475616 0.8218542337417603 0.04653623700141907 0.002357863588258624 8.568049815949053e-05 0]
80,-30,0,[0.17461229860782623 0.7734291553497314 0.051958538591861725 0.04096093028783798 0.0018617024179548025 5.207076537772082e-05],[2.24442937906133e-05 0.0012881559086963534 0.0546533577144146 0.9439445734024048 0.05605541914701462 0.000380416662665084]
80,-30,10,[5.157365194463637e-06 0.0053449696861207485 0.2620893716812134 0.7379106283187866 0.003976136911660433 1.4556794667441864e-05],[3.8678621194776497e-07 2.4596347429906018e-05 0.005649582017213106 1 0.032650113105773926 8.023967893677764e-06]
80,-30,20,[2.365688487770967e-06 0.0016220677644014359 0.18368113040924072 0.8163188695907593 0.0024668278638273478 6.056249276298331e-06],[3.0662613426102325e-07 2.221424256276805e-05 0.008051526732742786 1 0.012601956725120544 3.523126451909775e-06]
80,-30,30,[1.8478800711818621e-06 0.0015306401764973998 0.22519423067569733 0.7748057246208191 0.0012612022692337632 2.755891728156712e-06],[4.071042667419533e-07 6.596035382244736e-05 0.0313115194439888 1 0.0030793386977165937 1.4861291219858686e-06]
80,-30,40,[9.116942578657472e-07 0.0004569113370962441 0.1086982935667038 0.891301691532135 0.0014450876042246819 2.0421227873157477e-06],[4.851725066146173e-07 0.0001124301998061128 0.06705781072378159 1 0.0014806751860305667 1.1124302545795217e-06]
80,-30,50,[5.436964443106262e-07 0.00014416713383980095 0.06074637919664383 1 0.001975145423784852 1.6286978734569857e-06],[1.3632291029352928e-06 0.0006448813364841044 0.24554266035556793 0.754457414150238 0.0004084466490894556 8.68833069489483e-07]
80,-30,60,[4.271649913789588e-07 8.145884203258902e-05 0.029389875009655952 1 0.0035544370766729116 2.1254866169329034e-06],[4.742585133499233e-06 0.005437045823782682 0.6266669631004333 0.37333306670188904 0.0002584952162578702 1.1075019301642897e-06]
80,-30,70,[3.994057635736681e-07 5.204004992265254e-05 0.011024288833141327 1 0.009265374392271042 3.17569879371149e-06],[2.98837276204722e-05 0.05593768134713173 0.8809751868247986 0.11902481317520142 0.00016855918511282653 1.2559975175463478e-06]
80,-30,80,[5.642008318318403e-07 5.3405190556077287e-05 0.009766961447894573 1 0.01853952556848526 5.728018550144043e-06],[0.00023793491709511727 0.3028612434864044 0.697138786315918 0.0565669909119606 0.00011542355787241831 1.4752720289834542e-06]
80,-30,90,[8.006688290151942e-07 4.3585321691352874e-05 0.0029364258516579866 1 0.09092018008232117 1.8147178707295097e-05],[0.0026502576656639576 0.8483637571334839 0.1516362875699997 0.007030179724097252 2.889136339945253e-05 6.235923706299218e-07]
80,-30,100,[3.945465778087964e-06 0.0001723243622109294 0.013372126035392284 0.9322543144226074 0.06774566322565079 7.340979936998338e-05],[0.23460248112678528 0.7653974890708923 0.07228188216686249 0.005213887896388769 0.00020295020658522844 2.8756705887644785e-06]
80,-40,0,[0.31189775466918945 0.639065146446228 0.049037039279937744 0.043626755475997925 0.002190228085964918 6.693218892905861e-05],[1.6869586033863015e-05 0.0004135446506552398 0.018780721351504326 0.8749626278877258 0.12503741681575775 0.0014480424579232931]
80,-40,10,[5.303793841449078e-06 0.005010172724723816 0.264247864484787 0.7357521653175354 0.0039323121309280396 1.4585732060368173e-05],[3.8153777381921827e-07 1.904575947264675e-05 0.0040630800649523735 1 0.042340125888586044 9.672598935139831e-06]
80,-40,20,[2.369069534324808e-06 0.0013857375597581267 0.17405188083648682 0.8259481191635132 0.0025153320748358965 5.909649644308956e-06],[2.957932281333342e-07 1.6470597984152846e-05 0.005523558706045151 1 0.016700221225619316 3.992679921793751e-06]
80,-40,30,[1.6453287798867677e-06 0.0008940752013586462 0.14955466985702515 0.8504453301429749 0.0018069808138534427 3.2942762118182145e-06],[2.5247231860703323e-07 1.701291330391541e-05 0.0066241975873708725 1 0.010198145173490047 2.246179064968601e-06]
80,-40,40,[1.0883687764362548e-06 0.000563599809538573 0.13064633309841156 0.8693536520004272 0.0014200930017977953 2.216337406935054e-06],[4.4933645426681323e-07 8.285104559035972e-05 0.046513427048921585 1 0.00228355941362679 1.4133263448457e-06]
80,-40,50,[5.744066129409475e-07 0.0001346500648651272 0.059001438319683075 1 0.002213624771684408 1.8599932900542626e-06],[1.0667357628335594e-06 0.0003380423004273325 0.141450896859169 0.8585491180419922 0.000648772343993187 1.085791382138268e-06]
80,-40,60,[4.3017507778131403e-07 7.137245847843587e-05 0.02628486044704914 1 0.003934054169803858 2.242169102828484e-06],[4.055444605910452e-06 0.003401711583137512 0.5315921902656555 0.4684078097343445 0.000357117474777624 1.3064089898762177e-06]
80,-40,70,[4.03381193336827e-07 4.817102671950124e-05 0.010420354083180428 1 0.009908336214721203 3.291399025329156e-06],[2.760041934379842e-05 0.045144110918045044 0.8716110587120056 0.1283888965845108 0.00018164858920499682 1.3065464372630231e-06]
80,-40,80,[6.043275107003865e-07 5.0745591579470783e-05 0.00926636066287756 1 0.019882982596755028 6.056040092516923e-06],[0.00026338433963246644 0.3123601973056793 0.6876398324966431 0.051357947289943695 0.0001138746301876381 1.3988890259497566e-06]
80,-40,90,[8.539473128621466e-07 4.1133243939839303e-05 0.002678882097825408 0.9377821087837219 0.062217872589826584 2.019122075580526e-05],[0.0026459733489900827 0.8337744474411011 0.16622552275657654 0.007708895485848188 3.273825495853089e-05 6.751685077688308e-07]
80,-40,100,[5.036953552917112e-06 0.0001811091206036508 0.013863267377018929 0.9202418327331543 0.07975821197032928 0.0001009349653031677],[0.2969256043434143 0.64483243227005 0.05824195221066475 0.007000242825597525 0.00033219961915165186 4.557023657980608e-06]
80,-50,0,[0.652306318283081 0.34769368171691895 0.037040937691926956 0.020197318866848946 0.0010466859675943851 3.1231735192704946e-05],[4.359776085038902e-06 3.1839073926676065e-05 0.001484756707213819 0.4826119840145111 0.5173879861831665 0.010502373799681664]
80,-50,10,[6.167904302856186e-06 0.005013655871152878 0.23489715158939362 0.7651028037071228 0.004778409376740456 1.8477287085261196e-05],[3.4094415468644e-07 9.330616194347385e-06 0.0013435177970677614 0.9229207038879395 0.07707934081554413 2.1190651750657707e-05]
80,-50,20,[2.627613412187202e-06 0.0013935966417193413 0.15236252546310425 0.8476374745368958 0.0031490239780396223 7.498048944398761e-06],[2.598231958472752e-07 9.089445484278258e-06 0.0021029713097959757 1 0.04427789896726608 7.120167538232636e-06]
80,-50,30,[1.8934844092655112e-06 0.0009323479607701302 0.1325395554304123 0.8674604296684265 0.0022026845254004 4.00608359996113e-06],[2.1713894682307e-07 8.305964911414776e-06 0.002067407127469778 1 0.031778059899806976 4.1466641960141715e-06]
80,-50,40,[1.1257054666202748e-06 0.00041278076241724193 0.07737183570861816 0.9226281642913818 0.002344698878005147 3.0669964417029405e-06],[2.218872765524793e-07 1.0744985047494993e-05 0.0033836967777460814 1 0.018222305923700333 2.9407162855932256e-06]
80,-50,50,[7.289345376193523e-07 0.00017642733291722834 0.061600275337696075 1 0.002635448006913066 2.2183946839504642e-06],[6.646054089287645e-07 0.000116043294838164 0.06308500468730927 1 0.001611259183846414 1.3296805718709948e-06]
80,-50,60,[4.868005589742097e-07 7.949714927235618e-05 0.02631782367825508 1 0.0047638495452702045 2.718230689424672e-06],[2.1704568098357413e-06 0.0008658494334667921 0.18668454885482788 0.8133154511451721 0.0009912708774209023 1.8684046381167718e-06]
80,-50,70,[4.5351700350693136e-07 5.238850644673221e-05 0.010480254888534546 1 0.011873102746903896 4.0072750380204525e-06],[1.816219082684256e-05 0.017014507204294205 0.6996673941612244 0.30033260583877563 0.0003971319238189608 2.150383807020262e-06]
80,-50,80,[6.587246730305196e-07 5.450411117635667e-05 0.009287205524742603 1 0.023391401395201683 7.363158147200011e-06],[0.00019832610269077122 0.163992241024971 0.7614578008651733 0.07454999536275864 0.00023505809076596051 2.744396169873653e-06]
80,-50,90,[9.428410976397572e-07 4.504166645347141e-05 0.0029041150119155645 0.9332447052001953 0.0667552649974823 2.3393575247609988e-05],[0.002562920330092311 0.7861165404319763 0.2138834297657013 0.012417496182024479 5.2336396038299426e-05 1.1558294090718846e-06]
80,-50,100,[7.910991371318232e-06 0.0002580055152066052 0.015961473807692528 0.8963853716850281 0.10361461341381073 0.00017985700105782598],[0.3467375338077545 0.5793264508247375 0.07393600791692734 0.012455504387617111 0.000808910233899951 1.4370507415151224e-05]
80,-60,0,[0.7666965126991272 0.23330353200435638 0.02842026576399803 0.016645705327391624 0.00105921586509794 3.408716293051839e-05],[2.4336973183380906e-06 1.0201534678344615e-05 0.0004185459984000772 0.24293874204158783 0.757061243057251 0.026545224711298943]
80,-60,10,[7.301640380319441e-06 0.005765844602137804 0.24072995781898499 0.7592700123786926 0.005320962518453598 2.454712739563547e-05],[3.294828445632447e-07 5.783114374935394e-06 0.0006310783792287111 0.7976301312446594 0.20236991345882416 5.06300748384092e-05]
80,-60,20,[2.9219197585916845e-06 0.0014593293890357018 0.14903093874454498 0.8509690761566162 0.0037148399278521538 9.863426384981722e-06],[2.5013440563270706e-07 5.572366717387922e-06 0.000922787468880415 0.9305171966552734 0.06948277354240417 1.591676118550822e-05]
80,-60,30,[2.1753089640697e-06 0.000985905877314508 0.1268012374639511 0.8731988072395325 0.0026451628655195236 5.340341431292472e-06],[2.155596945385696e-07 5.088332272862317e-06 0.0008664704510010779 1 0.0851084440946579 9.564181709720287e-06]
80,-60,40,[1.3497298141373903e-06 0.000450189778348431 0.0740174800157547 0.9259825348854065 0.0028930003754794598 4.1546545617165975e-06],[2.1305315556219284e-07 5.690692432835931e-06 0.0011467518052086234 1 0.057749971747398376 6.772238975827349e-06]
80,-60,50,[1.1187546533619752e-06 0.00021280444343574345 0.05843225121498108 1 0.00404273672029376 4.1827879613265395e-06],[3.256020875141985e-07 1.1764299415517598e-05 0.003503530053421855 1 0.018531041219830513 4.2986139305867255e-06]
80,-60,60,[5.720519880014763e-07 9.135482832789421e-05 0.026622192934155464 1 0.005555580835789442 3.700173692777753e-06],[1.5236151966746547e-06 0.0003854278184007853 0.07089782506227493 0.9291021823883057 0.00234145182184875 3.035461759282043e-06]
80,-60,70,[4.801497652806574e-07 4.944449756294489e-05 0.008883576840162277 1 0.015392070636153221 5.447769126476487e-06],[9.553429663355928e-06 0.004021358210593462 0.3554147481918335 0.6445852518081665 0.0012367432937026024 4.0395020732830744e-06]
80,-60,80,[7.762300242575293e-07 6.562502676388249e-05 0.010521641001105309 1 0.02668185718357563 1.0452336937305517e-05],[9.434307139599696e-05 0.05764445662498474 0.7476757168769836 0.25232431292533875 0.0007325843907892704 6.947945166757563e-06]
80,-60,90,[1.1023162187484559e-06 5.234301715972833e-05 0.0032105615828186274 0.9256027340888977 0.07439721375703812 3.2412735890829936e-05],[0.002597528276965022 0.7091505527496338 0.2908494472503662 0.024504046887159348 0.00011789179552579299 3.0260475796239916e-06]
80,-60,100,[1.1924853424716275e-05 0.0003672660095617175 0.019846461713314056 0.8839696645736694 0.11603035777807236 0.00032961912802420557],[0.5463346242904663 0.39142608642578125 0.062239304184913635 0.01642163097858429 0.0018269990105181932 5.430447345133871e-05]
80,-70,0,[0.7825599312782288 0.21744005382061005 0.023402130231261253 0.012318279594182968 0.0008255944703705609 2.819893416017294e-05],[1.4046338492335053e-06 3.935683253075695e-06 0.0001094350591301918 0.06799132376909256 0.9320086240768433 0.09515970200300217]
80,-70,10,[8.672629519423936e-06 0.005949926096946001 0.2145088165998459 0.7854911684989929 0.006916478276252747 3.288811058155261e-05],[3.1615934403816937e-07 3.667724513434223e-06 0.00025815240223892033 0.48892393708229065 0.5110760927200317 0.00016760917787905782]
80,-70,20,[3.537134261932806e-06 0.00156217732001096 0.13014888763427734 0.8698510527610779 0.00519740954041481 1.3975315596326254e-05],[2.6536454811321164e-07 3.887484581355238e-06 0.00039242306957021356 0.7429625988006592 0.25703737139701843 5.147391857462935e-05]
80,-70,30,[2.429307869533659e-06 0.0010063471272587776 0.11076951771974564 0.8892304301261902 0.0035500256344676018 6.6873258219857235e-06],[0 4.146333594690077e-06 0.000501933682244271 0.8642518520355225 0.13574816286563873 2.1442168872454204e-05]
80,-70,40,[1.589734893059358e-06 0.0005185374757274985 0.06958150118589401 0.9304185509681702 0.0038878191262483597 5.446268005471211e-06],[0 4.125118721276522e-06 0.0005057349917478859 0.8801977634429932 0.11980219185352325 1.8519509467296302e-05]
80,-70,50,[1.337376829724235e-06 0.0002487263409420848 0.057639606297016144 1 0.005228301044553518 5.280446657707216e-06],[3.186504500263254e-07 7.0143360062502325e-06 0.0011434040497988462 1 0.06999007612466812 1.116155726776924e-05]
80,-70,60,[8.547275456294301e-07 0.00011213355901418254 0.022944703698158264 1 0.010909449309110641 6.982183094805805e-06],[6.039676350155787e-07 2.8910450055263937e-05 0.00532122515141964 1 0.033059924840927124 1.0152355571335647e-05]
80,-70,70,[5.816026487082127e-07 6.271896563703194e-05 0.010150075890123844 1 0.01712120696902275 6.589456461369991e-06],[6.025261882314226e-06 0.002116166753694415 0.19492453336715698 0.805075466632843 0.002271051751449704 5.247404260444455e-06]
80,-70,80,[9.493541028859909e-07 7.794821431161836e-05 0.010674038901925087 1 0.033370260149240494 1.4353554433910176e-05],[3.2934163755271584e-05 0.010481488890945911 0.381775826215744 0.6182241439819336 0.00251662265509367 1.2781151781382505e-05]
80,-70,90,[1.3232765923021361e-06 6.005748582538217e-05 0.0034065679647028446 0.9164435267448425 0.08355648070573807 3.9892536733532324e-05],[0.0018322252435609698 0.5890553593635559 0.4109446704387665 0.047324247658252716 0.00021913133969064802 6.109779860707931e-06]
80,-70,100,[1.5728895959910005e-05 0.00048580384464003146 0.02302476204931736 0.8803694248199463 0.11963053792715073 0.00042239748290739954],[0.46059340238571167 0.45815759897232056 0.08124902844429016 0.028108250349760056 0.0038054168689996004 0.00015850203635636717]
80,-80,0,[0.9678871035575867 0.056835468858480453 0.00432349881157279 0.0030608007218688726 0.0004984673578292131 3.224274769308977e-05],[6.7421105995890684e-06 8.433145012531895e-06 0.00010882086644414812 0.03704667091369629 0.29356345534324646 0.7064365148544312]
80,-80,10,[9.064676305570174e-06 0.006933178752660751 0.24155017733573914 0.7584497928619385 0.005792059004306793 3.4221415262436494e-05],[4.461588218873658e-07 7.4352788033138495e-06 0.0006169420666992664 0.7046772241592407 0.29532280564308167 0.00011469343007775024]
80,-80,20,[3.6637179618992377e-06 0.0016333605162799358 0.14970417320728302 0.8502958416938782 0.003981092944741249 1.3186711839807685e-05],[3.5964433209301205e-07 7.893417205195874e-06 0.0010623425478115678 0.9033138751983643 0.09668613970279694 3.113427374046296e-05]
80,-80,30,[2.405100985924946e-06 0.001102673471905291 0.1439480185508728 0.8560519218444824 0.002507686149328947 6.183649475133279e-06],[2.9114619337633485e-07 1.0073323210235685e-05 0.002006109105423093 1 0.05233113840222359 9.465448783885222e-06]
80,-80,40,[1.4785553048568545e-06 0.0004820633912459016 0.0821952223777771 0.9178047776222229 0.002755568129941821 4.9013642637874e-06],[3.089648714649229e-07 1.3237769962870516e-05 0.0031457203440368176 1 0.031518056988716125 6.755545200576307e-06]
80,-80,50,[1.2682869510172168e-06 0.00023913309269119054 0.06377922743558884 1 0.004187659360468388 5.868091193406144e-06],[5.686588906428369e-07 3.5394572478253394e-05 0.009973939508199692 1 0.012443987652659416 6.715028121107025e-06]
80,-80,60,[6.927407980583666e-07 9.297742508351803e-05 0.024094508960843086 1 0.0076354993507266045 5.7534416555427015e-06],[1.5175712633208605e-06 0.00024766669957898557 0.06145748123526573 1 0.005319693591445684 6.065545676392503e-06]
80,-80,70,[6.183153686833975e-07 5.7420194934820756e-05 0.008795966394245625 1 0.019526097923517227 8.466459803457838e-06],[1.0693779586290475e-05 0.0034985896199941635 0.2512068450450897 0.7487931251525879 0.0024997666478157043 8.647592039778829e-06]
80,-80,80,[8.592971312282316e-07 4.760279625770636e-05 0.0054903519339859486 1 0.04461082071065903 1.6071162463049404e-05],[0.0001976496132556349 0.0847574919462204 0.7406854033470154 0.17455711960792542 0.0007002290221862495 9.41620601224713e-06]
80,-80,90,[1.2581775763464975e-06 4.519791036727838e-05 0.0022977408953011036 0.8880443572998047 0.11195562034845352 4.827544398722239e-05],[0.0033229670953005552 0.7705167531967163 0.22948326170444489 0.020692411810159683 0.00014164240565150976 4.0750451262283605e-06]
80,-80,100,[1.6730738934711553e-05 0.00025316435494460166 0.010444176383316517 0.780186653137207 0.21981339156627655 0.0010696252575144172],[0.7381992340087891 0.16659508645534515 0.03668460622429848 0.00712314760312438 0.0016623266274109483 6.82959143887274e-05]
80,-90,0,[1 0.025281567126512527 0.0015238987980410457 0.0007526283152401447 0.00010684377775760368 6.1763912526657805e-06],[0 0 9.507908771411167e-07 0.000165412129717879 0.08661332726478577 1]
80,-90,10,[3.107958400505595e-05 0.01928192377090454 0.2529725432395935 0.7470274567604065 0.007482137996703386 6.998764729360119e-05],[0 1.07249695702194e-06 3.0039836929063313e-05 0.06153000518679619 1 0.0053274137899279594]
80,-90,20,[1.148710089182714e-05 0.005148265045136213 0.17061269283294678 0.8293873071670532 0.005742767825722694 2.9288727091625333e-05],[0 1.2117262713218224e-06 4.147310391999781e-05 0.06898989528417587 0.9310101270675659 0.0015790325123816729]
80,-90,30,[7.4160534495604225e-06 0.0031510789413005114 0.14714109897613525 0.8528589606285095 0.004057100974023342 1.3664243851962965e-05],[0 1.3838048289471772e-06 5.019984382670373e-05 0.11189041286706924 0.888109564781189 0.0007658625836484134]
80,-90,40,[4.285110208002152e-06 0.0015545558417215943 0.10642185807228088 0.8935781717300415 0.0039744251407682896 9.649224921304267e-06],[0 1.7794445739127696e-06 7.679096597712487e-05 0.21014131605625153 0.7898586988449097 0.0003411560319364071]
80,-90,50,[5.138399046700215e-06 0.001140550710260868 0.06899037957191467 0.9310095906257629 0.004635713063180447 1.054576387105044e-05],[4.0100425735545286e-07 3.172929154970916e-06 0.000154972993186675 0.3998674750328064 0.6001325249671936 0.0002591806696727872]
