gv,bv,pw,positive,negative
80,-90,60,[2.0393581507960334e-06 0.00033801805693656206 0.0467228926718235 1 0.009872420690953732 1.1765483577619307e-05],[6.535746024383116e-07 1.4408059541892726e-05 0.0013553396565839648 0.8909597396850586 0.1090402603149414 5.247910303296521e-05]
80,-90,70,[1.8671681800697115e-06 0.0002390644367551431 0.02519344910979271 1 0.019166456535458565 1.5870989955146797e-05],[1.9339809114171658e-06 8.57263949001208e-05 0.008274734020233154 1 0.06102585420012474 3.763799031730741e-05]
80,-90,80,[3.34258220391348e-06 0.00033451750641688704 0.029279686510562897 1 0.030992474406957626 3.1933264835970476e-05],[6.376509645633632e-06 0.00031013417174108326 0.023403214290738106 1 0.059629786759614944 8.878818334778771e-05]
80,-90,90,[2.0081693037354853e-06 8.486475417157635e-05 0.0037493277341127396 0.8807458281517029 0.1192542016506195 8.222738688345999e-05],[0.0013529470888897777 0.3696262836456299 0.5152368545532227 0.11513692140579224 0.0009914205875247717 3.0006338420207612e-05]
80,-90,100,[0.0001186761146527715 0.0027703356463462114 0.05530751869082451 0.862288236618042 0.13771174848079681 0.0022005760110914707],[0.2578442394733429 0.31794485449790955 0.2280607670545578 0.19615007936954498 0.03435055911540985 0.003230420406907797]
80,-100,0,[1 0.004836263135075569 0.0002240818866994232 0.00019636054639704525 9.254615724785253e-05 9.38787889026571e-06],[9.718833382521552e-08 0 0 9.061217269845656e-07 0.00040964732761494815 1]
80,-100,10,[7.735377585049719e-05 0.03786921128630638 0.2516017258167267 0.7483983039855957 0.010793361812829971 0.0001648846809985116],[0 5.874938437955279e-07 7.777231076033786e-06 0.005854491144418716 0.8647054433822632 0.13529455661773682]
80,-100,20,[2.119355121976696e-05 0.008230432868003845 0.17745757102966309 0.8225424885749817 0.006926978472620249 5.256521035335027e-05],[0 7.07802996657847e-07 1.3399826457316522e-05 0.018770581111311913 1 0.03848697617650032]
80,-100,30,[1.350662478216691e-05 0.00476225046440959 0.14668165147304535 0.8533183336257935 0.00532263470813632 2.5384211767232046e-05],[0 7.591871167278441e-07 1.4386527254828252e-05 0.02411757968366146 1 0.024428972974419594]
80,-100,40,[8.102971150947269e-06 0.0025534885935485363 0.11514201760292053 0.8848580121994019 0.004796456079930067 1.7111049601226114e-05],[0 9.92027025858988e-07 2.2101936338003725e-05 0.047973427921533585 1 0.009007615968585014]
80,-100,50,[1.1589562745939475e-05 0.002021949738264084 0.07091692090034485 0.9290830492973328 0.005998574197292328 2.238156048406381e-05],[4.99287125421688e-07 1.6802028994788998e-06 3.3735224860720336e-05 0.0619010329246521 1 0.014967798255383968]
80,-100,60,[3.487957883407944e-06 0.0005049204337410629 0.05063067376613617 1 0.011799178086221218 2.0471792595344596e-05],[9.314845783592318e-07 8.64829053170979e-06 0.0003551665577106178 0.4348643720149994 0.565135657787323 0.0009799489052966237]
80,-100,70,[3.048143298656214e-06 0.0003412082733120769 0.027294684201478958 1 0.023861762136220932 2.8788061172235757e-05],[2.7626674636849202e-06 4.782650285051204e-05 0.002281963126733899 0.7855798602104187 0.2144201397895813 0.0004401903715915978]
80,-100,80,[6.211665549926693e-06 0.0005012264009565115 0.031177854165434837 1 0.03926520794630051 6.276815838646144e-05],[1.1073382665927056e-05 0.00018879413255490363 0.00796232745051384 0.8343815803527832 0.1656184047460556 0.001088644377887249]
80,-100,90,[6.2738363340031356e-06 0.0003118938475381583 0.011643879115581512 0.9205389022827148 0.07946109771728516 0.00014535788795910776],[0.0007220306433737278 0.04947587102651596 0.24147610366344452 0.7585238814353943 0.01522629801183939 0.0004236906534060836]
80,-100,100,[0.0003475709818303585 0.0033398824743926525 0.03509306535124779 0.751690149307251 0.24830982089042664 0.012306096032261848],[0.5418040156364441 0.09735842794179916 0.0633200854063034 0.15586641430854797 0.059353720396757126 0.028568925336003304]
90,0,0,[0.463591068983078 0.447204053401947 0.0066613694652915 0.002327179303392768 0.0003724783018697053 3.157287937938236e-05],[0.9039506912231445 0.09604933112859726 0.0006471408996731043 0.00023925016284920275 2.8943681172677316e-05 0]
90,0,10,[1.3693458640773315e-05 0.03941354900598526 0.5153017044067383 0.4846983253955841 0.003600599942728877 2.73911591648357e-05],[7.671093953831587e-06 0.010834244079887867 0.31151849031448364 0.6884815096855164 0.0026194676756858826 8.78201171872206e-06]
90,0,20,[5.06534161104355e-06 0.011352062225341797 0.45993733406066895 0.540062665939331 0.0016991536831483245 8.075209734670352e-06],[4.8946972128760535e-06 0.00873551331460476 0.445303350687027 0.5546966195106506 0.0007837975863367319 2.941660795841017e-06]
90,0,30,[3.225457248845487e-06 0.005857246462255716 0.41019687056541443 0.5898030996322632 0.0012406077003106475 4.179054485575762e-06],[5.020485332352109e-06 0.011889338493347168 0.5774227976799011 0.42257723212242126 0.00043287588050588965 1.6849975281729712e-06]
90,0,40,[1.929350219143089e-06 0.0025573624297976494 0.2907802164554596 0.7092198133468628 0.0014060043031349778 3.4815350318240235e-06],[7.184930836956482e-06 0.03340965881943703 0.7793487310409546 0.22065125405788422 0.00024630717234686017 1.3080339158477727e-06]
90,0,50,[1.4557830354533507e-06 0.0010898627806454897 0.14237342774868011 0.8576264977455139 0.002102974569424987 3.6594963148672832e-06],[3.0005343433003873e-05 0.27341902256011963 0.7265809774398804 0.04692976176738739 5.4135081882122904e-05 5.847572310813121e-07]
90,0,60,[7.839754516680841e-07 0.00027067941846325994 0.06787386536598206 1 0.004003475420176983 3.959167770517524e-06],[5.052452615927905e-05 0.2895921766757965 0.7104078531265259 0.04853938892483711 6.384365406120196e-05 6.837382215962862e-07]
90,0,70,[6.40730831946712e-07 0.00010946001566480845 0.01884492114186287 1 0.012195936404168606 5.93430058870581e-06],[0.0002179697185056284 0.6248615384101868 0.37513846158981323 0.017230678349733353 3.770763214561157e-05 4.700588362993585e-07]
90,0,80,[7.515653805967304e-07 6.946834764676169e-05 0.0074700647965073586 1 0.04265183210372925 1.2956054888491053e-05],[0.001578716211952269 0.8871980905532837 0.11280189454555511 0.005307987332344055 2.08988585654879e-05 0]
90,0,90,[1.963766862900229e-06 9.298382792621851e-05 0.004057133570313454 0.8671962022781372 0.1328037977218628 6.962905172258615e-05],[0.013863595202565193 1 0.021419834345579147 0.0002822189126163721 2.400733819740708e-06 0]
90,0,100,[1.838830030465033e-05 0.0002868147275876254 0.007349837105721235 0.642487645149231 0.35751229524612427 0.001587435370311141],[0.9160515069961548 0.08394844830036163 0.00027145521016791463 1.02533394965576e-05 6.651616786257364e-07 0]
90,-10,0,[0.2158566266298294 0.7450339198112488 0.03603147342801094 0.018238836899399757 0.001323173986747861 6.989503162913024e-05],[0.06021909415721893 0.7869184613227844 0.1257268339395523 0.08735478669404984 0.007268753834068775 0.00022081377392169088]
90,-10,10,[7.874028597143479e-06 0.011451221071183681 0.3253136873245239 0.6746863126754761 0.0043723187409341335 2.0203528038109653e-05],[1.5205151839836617e-06 0.0004951192531734705 0.0769733116030693 1 0.006063728127628565 6.132785983936628e-06]
90,-10,20,[2.4861428755684756e-06 0.002059830352663994 0.19490119814872742 0.805098831653595 0.0026142902206629515 6.408994977391558e-06],[1.1598417586355936e-06 0.00048587238416075706 0.09257042407989502 0.9074295163154602 0.0016038737958297133 2.0511713501036866e-06]
90,-10,30,[1.72860495695204e-06 0.0012918601278215647 0.1672128289937973 0.8327872157096863 0.00188564567361027 3.510978331178194e-06],[1.4478772527581896e-06 0.000995776616036892 0.20195704698562622 0.7980429530143738 0.0007579096709378064 1.272234271709749e-06]
90,-10,40,[1.0386800113337813e-06 0.0005945609882473946 0.10075205564498901 0.8992478847503662 0.0020339656621217728 2.739497631409904e-06],[2.157793915102957e-06 0.0032174824737012386 0.47986355423927307 0.5201364159584045 0.00035552706685848534 9.812471262193867e-07]
90,-10,50,[7.646840458619408e-07 0.0002758682821877301 0.08023153990507126 1 0.0022257568780332804 2.1306329927028855e-06],[5.500717179529602e-06 0.02143431454896927 0.8733828067779541 0.1266171783208847 9.0335204731673e-05 4.92982110245066e-07]
90,-10,60,[5.130756335347542e-07 0.00011085278674727306 0.030493956059217453 1 0.004725660663098097 2.9445072868838906e-06],[1.3651150766236242e-05 0.0595770962536335 0.9138469696044922 0.08615303784608841 9.858851262833923e-05 6.808028842897329e-07]
90,-10,70,[4.6893936200831376e-07 6.0691338148899376e-05 0.010189947672188282 1 0.012956182472407818 4.386130513012176e-06],[6.732539623044431e-05 0.22334200143814087 0.7766579985618591 0.04673866182565689 6.927386129973456e-05 6.037006414771895e-07]
90,-10,80,[5.533164539883728e-07 4.130296656512655e-05 0.004308666568249464 1 0.03980947285890579 8.559612979297526e-06],[0.0004031230346299708 0.6200026273727417 0.3799974322319031 0.018921097740530968 5.1418675866443664e-05 5.628326675832795e-07]
90,-10,90,[1.40526981340372e-06 7.150981400627643e-05 0.003754180856049061 0.9315632581710815 0.06843673437833786 2.737613431236241e-05],[0.003250594949349761 1 0.08955451846122742 0.0019971253350377083 1.1003276085830294e-05 0]
90,-10,100,[7.022653335297946e-06 0.00027165445499122143 0.013097435235977173 0.8982042670249939 0.1017957404255867 0.00011577542318264022],[0.17991973459720612 0.8200802803039551 0.01746346428990364 0.0006471117376349866 2.448552186251618e-05 0]
90,-20,0,[0.34027090668678284 0.6186805367469788 0.04717168211936951 0.027552863582968712 0.0018132884288206697 9.359318937640637e-05],[0.0009751271572895348 0.043961018323898315 0.13398055732250214 0.8018864393234253 0.06413295865058899 0.0017328899120911956]
90,-20,10,[5.983949904475594e-06 0.004892449360340834 0.19766578078269958 0.802334189414978 0.007360085844993591 2.872068580472842e-05],[6.046128078196489e-07 5.053290442447178e-05 0.009469781070947647 1 0.03306545689702034 1.3355936971493065e-05]
90,-20,20,[2.4406626835116185e-06 0.001538604497909546 0.1538841426372528 0.8461158871650696 0.003333584638312459 8.312450518133119e-06],[4.920572109767818e-07 6.210555147845298e-05 0.02294127456843853 1 0.006842989474534988 3.426261628192151e-06]
90,-20,30,[1.569077312524314e-06 0.000847096205689013 0.12064304202795029 0.8793569207191467 0.0024276948533952236 4.4037851694156416e-06],[5.232811872701859e-07 0.0001012800566968508 0.04414152354001999 1 0.0029151609633117914 1.870624487310124e-06]
90,-20,40,[8.753285669627076e-07 0.00034128950210288167 0.06203272193670273 0.9379672408103943 0.002735396847128868 3.257057414884912e-06],[8.470823331663269e-07 0.0003390527854207903 0.09650104492902756 0.9034989476203918 0.0011467798613011837 1.4303577700047754e-06]
90,-20,50,[5.9886599501624e-07 0.00014381359505932778 0.04687117785215378 1 0.003606508020311594 2.7532548756425967e-06],[2.223789579147706e-06 0.001894304994493723 0.4328610897064209 0.5671389102935791 0.00032042519887909293 1.0056226074084407e-06]
90,-20,60,[4.331516265665414e-07 6.91591776558198e-05 0.019836358726024628 1 0.006721592508256435 3.5422074233792955e-06],[6.8129602368571796e-06 0.011100809089839458 0.7257731556892395 0.2742268145084381 0.00022353937674779445 1.1850604551000288e-06]
90,-20,70,[4.139493512411718e-07 4.177522350801155e-05 0.006950075272470713 1 0.018576180562376976 5.500722636497812e-06],[4.2949974158545956e-05 0.06445206701755524 0.861241340637207 0.07430651038885117 0.00013357261195778847 1.1261004146945197e-06]
90,-20,80,[5.173713475414843e-07 3.2294650736730546e-05 0.003344545140862465 1 0.05362715944647789 1.165912726719398e-05],[0.00033227980020456016 0.4152897000312805 0.5847102999687195 0.04236597940325737 0.00010520080832066014 1.2558807611640077e-06]
90,-20,90,[1.288765133722336e-06 6.382924038916826e-05 0.003797880606725812 0.9205419421195984 0.07945802062749863 3.7708163290517405e-05],[0.0034479235764592886 0.899308443069458 0.10069159418344498 0.004597878083586693 2.349914393562358e-05 5.177792559152294e-07]
90,-20,100,[6.008455329720164e-06 0.00016597640933468938 0.008150209672749043 0.8320416212081909 0.16795837879180908 0.00022755666577722877],[0.23264776170253754 0.7673522233963013 0.04721974581480026 0.0028171243611723185 0.00012231580330990255 1.7072263744921656e-06]
90,-30,0,[0.4595397710800171 0.5009576678276062 0.041444189846515656 0.02401082031428814 0.0015227132244035602 6.432474037865177e-05],[9.36241340241395e-05 0.0036889011971652508 0.06351886689662933 0.9126371145248413 0.08736289292573929 0.0020910680759698153]
90,-30,10,[6.272842256294098e-06 0.004962717182934284 0.19399116933345795 0.8060088753700256 0.007556322030723095 2.8595812182174996e-05],[5.350444780560792e-07 3.416243998799473e-05 0.006094628479331732 1 0.044777628034353256 1.4849164472252596e-05]
90,-30,20,[2.3328029783442616e-06 0.0011746924137696624 0.11913564801216125 0.8808643817901611 0.004123969469219446 9.043973477673717e-06],[3.490653455173742e-07 2.3640059225726873e-05 0.007422104012221098 1 0.016513271257281303 4.6337786443473306e-06]
90,-30,30,[1.8768223526421934e-06 0.00113985117059201 0.14479480683803558 0.855205237865448 0.0021404193248599768 4.176304628344951e-06],[4.5699306383539806e-07 6.671129813184962e-05 0.02660163678228855 1 0.004264115355908871 2.0951711121597327e-06]
90,-30,40,[8.884691737875983e-07 0.0003287545114289969 0.09474972635507584 1 0.0028424602933228016 3.2526013455935754e-06],[5.722305331801181e-07 0.00013477506581693888 0.06510497629642487 1 0.002002815483137965 1.5699188224971294e-06]
90,-30,50,[6.256004212445987e-07 0.00014104081492405385 0.04259437695145607 1 0.003820195095613599 2.806250449793879e-06],[1.7185715250889189e-06 0.0008683318737894297 0.2556302845478058 0.7443697452545166 0.000503351038787514 1.1798858849942917e-06]
90,-30,60,[4.405959543873905e-07 6.644773384323344e-05 0.017731109634041786 1 0.006791349966078997 3.4205975225631846e-06],[5.845618943567388e-06 0.006777206435799599 0.6319608092308044 0.36803919076919556 0.0002942287246696651 1.3382688166529988e-06]
90,-30,70,[4.2585969595165807e-07 4.1289953514933586e-05 0.00623202882707119 1 0.01937853917479515 5.479519131768029e-06],[3.9053567888913676e-05 0.07013468444347382 0.8916047215461731 0.10839524120092392 0.0001726437039906159 1.354443497803004e-06]
90,-30,80,[5.293897515912249e-07 3.3062180591514334e-05 0.0032421869691461325 1 0.05483555048704147 1.1800899301306345e-05],[0.0003023034078069031 0.326651394367218 0.673348605632782 0.05850287154316902 0.00013549532741308212 1.6371170659112977e-06]
90,-30,90,[1.345400278296438e-06 6.815251254010946e-05 0.003791135735809803 0.9219155311584473 0.07808448374271393 3.7620451621478423e-05],[0.0036284751258790493 0.8821132779121399 0.1178867444396019 0.005989537108689547 2.992314512084704e-05 7.112444677659369e-07]
90,-30,100,[6.81684377923375e-06 0.0001972682075574994 0.008789854124188423 0.8360416889190674 0.16395828127861023 0.00024053361266851425],[0.3029724061489105 0.6970276236534119 0.05782189220190048 0.004171963781118393 0.0001893461012514308 3.008414751093369e-06]
90,-40,0,[0.5965098142623901 0.3694472312927246 0.03533873334527016 0.021340932697057724 0.0014492332702502608 6.370803021127358e-05],[1.5137207810766995e-05 0.0002012182812904939 0.006992282345890999 0.7148566842079163 0.28514328598976135 0.011899287812411785]
90,-40,10,[5.960927410342265e-06 0.004020252730697393 0.16803300380706787 0.8319669365882874 0.009178015403449535 3.2738673326093704e-05],[4.67946279059106e-07 1.913269079523161e-05 0.0027874535880982876 1 0.09152150899171829 2.5458037271164358e-05]
90,-40,20,[2.154452886315994e-06 0.0009111777180805802 0.09790568053722382 0.9020943641662598 0.005039976444095373 9.872730515780859e-06],[3.034901112641819e-07 1.3818819752486888e-05 0.0035175406374037266 1 0.03357134759426117 6.817144821980037e-06]
90,-40,30,[1.5386425502583734e-06 0.000604443543124944 0.07959596812725067 0.9204040169715881 0.003719157539308071 5.585248800343834e-06],[2.7001951252714207e-07 1.5481537047890015e-05 0.004418670665472746 1 0.01995088905096054 4.011760211142246e-06]
90,-40,40,[1.0448677585372934e-06 0.00041563535341992974 0.06556018441915512 0.9344397783279419 0.0031761208083480597 3.880385065713199e-06],[4.336169752150454e-07 6.76725830999203e-05 0.028561005368828773 1 0.00454280711710453 2.2637307210970903e-06]
90,-40,50,[6.189733312567114e-07 0.00011973666551057249 0.03611309453845024 1 0.005124750547111034 3.429660637266352e-06],[1.0306183639841038e-06 0.00027079915162175894 0.0815863311290741 0.9184136986732483 0.0012329894816502929 1.661484247961198e-06]
